State,District,GramPanchayat,AuditDate,FinancialYear,SchemeName,WorkType,AuditedBy,TotalExpenditure,MisappropriationAmount,RecoveryAmount,IssuesFound,IssueType,AuditStatus,BeneficiariesCovered,ManDaysGenerated,WagesPaid,MaterialCost,ComplaintsReceived,ActionTaken
Uttar Pradesh,Kanpur,GP_Kanpur_82,17-09-2024,2024-25,PMGSY,School Building,District Audit Unit,1264120.75,59036.67,20750.72,5,No Muster Roll,Under Review,45,1338,394922.23,343207.37,18,No Action
Uttar Pradesh,Lucknow,GP_Lucknow_69,09-07-2023,2023-24,SBM-G,School Building,District Audit Unit,710545.46,108877.96,64417.7,9,Incomplete Work,Under Review,249,1719,928726.02,173320.89,8,No Action
Karnataka,Mysore,GP_Mysore_95,31-05-2024,2021-22,PMGSY,Water Tank,SAU Team B,1839160.04,92385.71,69001.58,2,Ghost Beneficiary,Under Review,63,1750,377488.14,546353.73,19,Suspended Official
Karnataka,Mysore,GP_Mysore_53,03-01-2024,2023-24,PMAY-G,Toilet Construction,SAU Team B,1376278.54,,33231.47,3,Wage Delay,Closed,35,4492,230992.33,742229.04,8,Suspended Official
Bihar,Patna,GP_Patna_50,08-02-2022,2024-25,PMGSY,Water Tank,SAU Team B,1002977.03,115156.51,68418.43,9,No Muster Roll,Under Review,471,6037,322796.93,707725.19,6,
Tamil Nadu,Chennai,GP_Chennai_32,30-08-2023,2024-25,NSAP,School Building,SAU Team B,526994.71,21513.09,28541.68,8,Fund Diversion,Pending Recovery,361,6154,965700.21,377355.24,9,FIR Filed
Andhra Pradesh,Vijayawada,GP_Vijayawada_60,05-07-2023,2024-25,MGNREGA,Water Tank,District Audit Unit,1506116.55,83462.87,27580.81,9,Ghost Beneficiary,ATR Pending,284,2865,509511.73,,11,Suspended Official
Tamil Nadu,Chennai,GP_Chennai_87,05-08-2024,2024-25,SBM-G,School Building,District Audit Unit,602457.1,100475,66159.57,6,No Muster Roll,ATR Pending,285,4060,831801.63,,5,
Maharashtra,Pune,GP_Pune_19,03-06-2023,2022-23,PMGSY,School Building,SAU Team B,1861815.66,22315.56,75934.71,0,Fund Diversion,Under Review,483,5804,325918.46,649789.9,4,FIR Filed
Kerala,Thrissur,GP_Thrissur_20,25-07-2022,2023-24,PMAY-G,Road Construction,SAU Team A,575545.71,53744.91,,7,Fund Diversion,Under Review,450,3232,550350.35,625573.32,4,Suspended Official
Andhra Pradesh,Vizag,GP_Vizag_81,05-05-2023,2022-23,SBM-G,Toilet Construction,District Audit Unit,1403742.29,56326.2,30021.24,0,No Muster Roll,Closed,205,2744,167606.19,,1,Suspended Official
Uttar Pradesh,Lucknow,GP_Lucknow_99,27-08-2022,2024-25,PMAY-G,School Building,SAU Team A,1219452.07,63323.27,,5,Fund Diversion,ATR Pending,467,1617,727832.54,520487.88,18,FIR Filed
Karnataka,Mysore,GP_Mysore_74,12-01-2024,2024-25,PMAY-G,Pond Desilting,SAU Team A,121533.81,86592.01,33337.53,0,Incomplete Work,Under Review,142,2106,621530.27,268040.75,11,Suspended Official
Tamil Nadu,Coimbatore,GP_Coimbatore_16,12-03-2024,2024-25,SBM-G,Water Tank,SAU Team B,1345490.21,20645.85,73334.51,2,Incomplete Work,Completed,309,1158,378145.08,385051.7,17,FIR Filed
Kerala,Ernakulam,GP_Ernakulam_36,03-07-2022,2022-23,PMAY-G,Toilet Construction,SAU Team A,162265.14,37800.85,48614.2,4,,Pending Recovery,171,5094,557839.02,105789.64,7,No Action
Rajasthan,Udaipur,GP_Udaipur_28,16-01-2023,2024-25,PMGSY,Road Construction,District Audit Unit,1049244.8,53459.03,7130.93,11,,Closed,83,1255,460826.81,,23,FIR Filed
Bihar,Patna,GP_Patna_96,17-01-2024,2024-25,PMAY-G,Road Construction,SAU Team B,972312.91,69842.8,47898.81,2,Material Overbilling,Pending Recovery,253,4920,335360.97,720607.18,20,No Action
Karnataka,Bangalore,GP_Bangalore_71,08-02-2022,2021-22,NSAP,Road Construction,SAU Team B,1177001.99,58347.47,2189.66,4,Incomplete Work,ATR Pending,411,6688,766083.72,146701.42,13,Suspended Official
Maharashtra,Pune,GP_Pune_60,16-04-2024,2023-24,NSAP,Pond Desilting,SAU Team A,1285940.04,85913.28,22492.24,1,No Muster Roll,Pending Recovery,474,592,968711.82,488634.81,16,Suspended Official
Tamil Nadu,Coimbatore,GP_Coimbatore_11,18-05-2023,2023-24,PMAY-G,Road Construction,District Audit Unit,1042712.45,78164.43,24713.63,4,Fund Diversion,Completed,367,1179,901237.71,703212.39,13,Recovery Initiated
Karnataka,Bangalore,GP_Bangalore_93,12-01-2024,2021-22,MGNREGA,School Building,SAU Team A,1215962.38,75385.05,11753.84,10,Incomplete Work,Under Review,46,5067,363702.38,18782.26,13,Recovery Initiated
Rajasthan,Udaipur,GP_Udaipur_78,13-05-2024,2021-22,MGNREGA,Toilet Construction,SAU Team A,877915.6,91458.61,,1,No Muster Roll,ATR Pending,129,5147,199899.68,449879.46,11,Suspended Official
Kerala,Thrissur,GP_Thrissur_2,13-01-2022,2022-23,PMAY-G,Water Tank,SAU Team A,1500075.92,136977.69,51588.42,10,Ghost Beneficiary,Completed,459,117,894088.93,638352.71,0,FIR Filed
Tamil Nadu,Chennai,GP_Chennai_31,10-07-2022,2022-23,SBM-G,School Building,District Audit Unit,926126.85,51967.7,71414.21,1,Fund Diversion,Under Review,486,2528,303518.23,183323.4,11,Suspended Official
Bihar,Gaya,GP_Gaya_35,30-05-2023,2023-24,PMGSY,Water Tank,SAU Team A,659352.24,95128.51,,10,No Muster Roll,Under Review,182,3960,610993.18,213552.92,7,No Action
Maharashtra,Mumbai,GP_Mumbai_92,31-12-2023,2024-25,PMGSY,Road Construction,District Audit Unit,1084013.29,2959.81,6939.46,5,Incomplete Work,Completed,11,448,797125.87,507186.79,3,FIR Filed
Andhra Pradesh,Vizag,GP_Vizag_98,13-03-2022,2022-23,MGNREGA,Water Tank,SAU Team A,1701499.07,77641.57,38629.72,11,Fund Diversion,Under Review,84,5950,457999.28,373952.22,23,
Kerala,Ernakulam,GP_Ernakulam_17,19-08-2024,2021-22,MGNREGA,Pond Desilting,District Audit Unit,1816890.03,53330.3,13608.1,6,Wage Delay,ATR Pending,236,2660,956585.57,362597.34,8,Recovery Initiated
Andhra Pradesh,Vizag,GP_Vizag_99,08-09-2023,2023-24,PMAY-G,Toilet Construction,District Audit Unit,1584509.81,115749.74,26953.11,3,No Muster Roll,Closed,228,1494,843372.77,,17,Warning Issued
Andhra Pradesh,Vizag,GP_Vizag_84,10-09-2024,2021-22,NSAP,Toilet Construction,District Audit Unit,337454.93,145110.24,2176.2,9,,Closed,478,4645,42489.46,370018.31,0,Warning Issued
Karnataka,Mysore,GP_Mysore_27,03-10-2022,2024-25,SBM-G,Water Tank,SAU Team B,325273.76,,14947.92,5,Incomplete Work,Pending Recovery,429,3244,116357.19,715271.71,14,Warning Issued
Andhra Pradesh,Vijayawada,GP_Vijayawada_33,08-03-2023,2021-22,PMAY-G,Road Construction,District Audit Unit,1723703.41,9738.54,,9,Material Overbilling,Pending Recovery,104,7159,477966.13,619060.79,5,Warning Issued
Tamil Nadu,Coimbatore,GP_Coimbatore_15,05-10-2022,2022-23,PMAY-G,School Building,District Audit Unit,944388.6,98521.13,,1,,Pending Recovery,92,4993,722935.98,105212.25,24,Recovery Initiated
Rajasthan,Jaipur,GP_Jaipur_49,18-04-2023,2021-22,PMAY-G,Road Construction,District Audit Unit,486617.09,94995.5,75066.98,1,Fund Diversion,Pending Recovery,254,7649,829765.54,181819.61,23,FIR Filed
Uttar Pradesh,Lucknow,GP_Lucknow_75,31-07-2022,2024-25,MGNREGA,Toilet Construction,District Audit Unit,1028178.13,132864.25,72885.24,11,Wage Delay,Completed,58,1919,104924.26,184575.56,1,Suspended Official
Rajasthan,Udaipur,GP_Udaipur_93,28-06-2022,2022-23,NSAP,Pond Desilting,SAU Team B,1036770.73,14259.77,75808.52,2,Wage Delay,ATR Pending,340,4475,996155.38,497662.12,3,Warning Issued
Bihar,Gaya,GP_Gaya_85,11-05-2024,2021-22,SBM-G,Road Construction,SAU Team B,201382.18,70280.71,34718.07,2,Material Overbilling,Completed,73,4980,857589.54,496952.46,21,
Uttar Pradesh,Lucknow,GP_Lucknow_84,06-07-2022,2024-25,SBM-G,School Building,SAU Team B,1338263.38,121291.2,25343.29,3,Material Overbilling,Under Review,320,2913,369776.6,373477.62,22,FIR Filed
Maharashtra,Pune,GP_Pune_97,19-06-2022,2022-23,NSAP,Water Tank,SAU Team B,441495.12,94746.67,,3,Wage Delay,Under Review,110,110,686745.15,,10,Suspended Official
Karnataka,Mysore,GP_Mysore_68,28-01-2024,2024-25,NSAP,Water Tank,District Audit Unit,517210.02,12437.63,59430.25,5,Incomplete Work,Pending Recovery,236,7959,780572.4,226609.44,1,FIR Filed
Maharashtra,Mumbai,GP_Mumbai_69,30-08-2022,2023-24,NSAP,Pond Desilting,District Audit Unit,1355195.8,58432.97,30843.84,9,Fund Diversion,Under Review,377,7299,971566.92,99178.22,7,Recovery Initiated
Uttar Pradesh,Kanpur,GP_Kanpur_57,18-05-2024,2022-23,MGNREGA,Pond Desilting,District Audit Unit,1927760.21,63160.71,69401.06,4,Incomplete Work,Closed,11,4592,727405.89,758752.14,13,
Bihar,Patna,GP_Patna_74,25-04-2024,2023-24,NSAP,Water Tank,SAU Team B,304690.98,41391.62,5357.9,2,Material Overbilling,ATR Pending,321,717,839226.63,27325.13,11,Warning Issued
Kerala,Ernakulam,GP_Ernakulam_28,28-04-2024,2022-23,PMAY-G,Toilet Construction,District Audit Unit,1548721.59,117786.3,14379.75,1,,Completed,51,3446,216010.38,248201.12,1,Warning Issued
Bihar,Patna,GP_Patna_75,04-01-2022,2023-24,PMAY-G,School Building,SAU Team A,110570.23,36977.45,72402.13,9,,Completed,165,749,40444.24,,18,Suspended Official
Maharashtra,Mumbai,GP_Mumbai_85,26-09-2023,2024-25,NSAP,Road Construction,District Audit Unit,921485.79,,49169.98,1,Fund Diversion,Completed,310,6734,495483.2,270253.44,4,FIR Filed
Uttar Pradesh,Lucknow,GP_Lucknow_12,15-08-2022,2024-25,PMAY-G,Pond Desilting,District Audit Unit,1236934.23,95643.97,71898.09,5,No Muster Roll,Pending Recovery,307,257,918136,250122.01,24,Recovery Initiated
Tamil Nadu,Coimbatore,GP_Coimbatore_9,24-03-2024,2022-23,SBM-G,School Building,SAU Team A,1142408.34,,46100.26,5,Incomplete Work,Completed,36,821,613292.13,64463.08,19,No Action
Andhra Pradesh,Vizag,GP_Vizag_49,08-08-2022,2024-25,PMGSY,Pond Desilting,District Audit Unit,1180652.46,15283.6,3834.01,10,Fund Diversion,ATR Pending,428,4443,124970.27,760677.44,14,FIR Filed
Kerala,Ernakulam,GP_Ernakulam_74,17-02-2024,2022-23,SBM-G,Toilet Construction,District Audit Unit,545067.65,391.12,17144.03,2,Ghost Beneficiary,ATR Pending,52,5369,239670.92,338792.08,18,Suspended Official
Tamil Nadu,Coimbatore,GP_Coimbatore_19,12-04-2022,2021-22,PMGSY,Water Tank,SAU Team A,1074821.86,,1019.12,0,No Muster Roll,ATR Pending,292,7135,296625.65,435934.6,14,No Action
Kerala,Ernakulam,GP_Ernakulam_38,01-12-2022,2022-23,PMAY-G,Toilet Construction,SAU Team B,1135699,98052.4,68993.4,4,Wage Delay,Completed,115,6699,501359.54,543146.99,2,FIR Filed
Andhra Pradesh,Vizag,GP_Vizag_71,17-10-2023,2021-22,MGNREGA,Toilet Construction,SAU Team B,115618.15,91807.44,26605.88,8,Fund Diversion,ATR Pending,436,152,490093.02,395634.72,6,No Action
Maharashtra,Pune,GP_Pune_6,14-07-2022,2021-22,PMGSY,Pond Desilting,SAU Team A,396265.41,,54846.15,4,Material Overbilling,Pending Recovery,283,4946,446271.95,101654.62,1,No Action
Tamil Nadu,Coimbatore,GP_Coimbatore_23,09-07-2024,2023-24,PMGSY,Road Construction,SAU Team B,290446.32,131812.52,60714.75,5,Ghost Beneficiary,ATR Pending,155,2727,56099.1,295680.05,17,Recovery Initiated
Bihar,Patna,GP_Patna_47,04-03-2022,2023-24,PMGSY,Water Tank,SAU Team B,96364.57,62948.08,35500.75,2,No Muster Roll,Under Review,56,3924,604787.84,60798.21,22,Warning Issued
Uttar Pradesh,Lucknow,GP_Lucknow_20,04-01-2024,2024-25,SBM-G,Road Construction,SAU Team B,203858.57,112705.77,52149.2,1,No Muster Roll,Pending Recovery,72,3806,144828.51,,1,Recovery Initiated
Andhra Pradesh,Vizag,GP_Vizag_71,31-03-2022,2022-23,PMGSY,Pond Desilting,District Audit Unit,1159680.65,130194.57,41706.73,2,Fund Diversion,Pending Recovery,77,7006,247437.51,312652.29,10,Warning Issued
Karnataka,Mysore,GP_Mysore_38,23-03-2023,2022-23,PMGSY,Pond Desilting,SAU Team B,1900505.82,19254.09,60934.1,2,,Closed,469,511,619414.39,607646.63,19,No Action
Bihar,Patna,GP_Patna_21,15-09-2024,2022-23,PMGSY,Water Tank,SAU Team A,1530257.48,96280.97,,6,Ghost Beneficiary,Pending Recovery,421,5986,828084.35,668661.66,24,Suspended Official
Tamil Nadu,Chennai,GP_Chennai_87,27-07-2023,2021-22,PMAY-G,Water Tank,District Audit Unit,1106111.15,127451.3,23150.46,1,,Under Review,81,2092,289459.93,505837.02,22,FIR Filed
Bihar,Patna,GP_Patna_47,29-03-2022,2021-22,MGNREGA,School Building,District Audit Unit,726741.7,92872.07,11936.89,0,Wage Delay,Pending Recovery,378,4797,341000.73,248868.66,19,Recovery Initiated
Tamil Nadu,Coimbatore,GP_Coimbatore_12,16-01-2023,2022-23,NSAP,Pond Desilting,SAU Team A,1933689.26,102251.35,76685.91,11,Fund Diversion,Completed,126,5611,579503.71,625583.23,8,FIR Filed
Bihar,Patna,GP_Patna_6,09-05-2023,2021-22,NSAP,Pond Desilting,SAU Team A,1635629.61,85473.82,2237.75,5,Incomplete Work,Pending Recovery,310,790,280740.95,347742.5,2,FIR Filed
Andhra Pradesh,Vijayawada,GP_Vijayawada_92,13-01-2024,2022-23,NSAP,Toilet Construction,SAU Team B,728737.22,18169.2,,7,Wage Delay,Pending Recovery,277,4820,113663.87,671692.33,22,Suspended Official
Rajasthan,Udaipur,GP_Udaipur_19,26-05-2023,2024-25,MGNREGA,Pond Desilting,SAU Team A,82996.62,114342.78,70649.14,7,Fund Diversion,Pending Recovery,456,6498,246542.5,449785.56,4,No Action
Bihar,Patna,GP_Patna_78,04-05-2023,2022-23,NSAP,Road Construction,District Audit Unit,1078434.46,133463.67,55694.02,4,No Muster Roll,Completed,141,6467,345511.82,162152.17,7,Warning Issued
Andhra Pradesh,Vijayawada,GP_Vijayawada_31,20-03-2024,2021-22,SBM-G,Pond Desilting,SAU Team B,1740237.77,127528.86,,7,Fund Diversion,Pending Recovery,65,787,362493.32,162429.7,19,FIR Filed
Karnataka,Mysore,GP_Mysore_75,19-04-2023,2022-23,SBM-G,Pond Desilting,SAU Team A,657719.65,60677.89,25545.47,0,Incomplete Work,Under Review,436,5579,292159.75,718994.41,6,FIR Filed
Kerala,Thrissur,GP_Thrissur_56,14-04-2024,2023-24,NSAP,Road Construction,District Audit Unit,686324.5,71448.92,20409.23,7,Wage Delay,Closed,196,2222,907437.32,751723.89,24,
Uttar Pradesh,Lucknow,GP_Lucknow_34,13-03-2024,2023-24,SBM-G,Toilet Construction,SAU Team A,707155.44,71506.79,19.25,6,No Muster Roll,Completed,213,1224,109793.95,631627.51,23,FIR Filed
Uttar Pradesh,Kanpur,GP_Kanpur_42,13-07-2023,2024-25,PMGSY,School Building,SAU Team A,1145608.77,108112.83,45965.35,8,Incomplete Work,Pending Recovery,332,7431,273653.7,34018.29,3,FIR Filed
Andhra Pradesh,Vizag,GP_Vizag_52,12-09-2023,2022-23,SBM-G,Toilet Construction,SAU Team A,1789458.73,41420.46,50808.04,10,Material Overbilling,Pending Recovery,31,462,34082.8,243231.68,24,FIR Filed
Andhra Pradesh,Vijayawada,GP_Vijayawada_28,24-07-2024,2022-23,PMGSY,Pond Desilting,SAU Team A,1874803.84,146070.28,23204.06,5,Fund Diversion,Under Review,307,378,109150.45,467806.14,18,No Action
Maharashtra,Pune,GP_Pune_5,07-05-2024,2023-24,NSAP,Water Tank,SAU Team B,924795.84,109570.01,39028.28,5,Material Overbilling,Closed,253,6585,932387.65,778791.1,16,FIR Filed
Bihar,Gaya,GP_Gaya_2,06-12-2022,2022-23,MGNREGA,School Building,SAU Team A,537980.33,10600.64,22960.25,5,Material Overbilling,ATR Pending,480,7808,296362.52,543254.02,6,Suspended Official
Uttar Pradesh,Kanpur,GP_Kanpur_74,30-11-2022,2022-23,NSAP,School Building,SAU Team A,1286450.27,2729.94,10241.29,2,No Muster Roll,ATR Pending,256,4066,703863.45,670457.11,15,No Action
Uttar Pradesh,Lucknow,GP_Lucknow_61,03-10-2022,2022-23,SBM-G,School Building,District Audit Unit,1265165.42,3619.92,64188.84,11,Wage Delay,Under Review,371,1248,180096.74,,6,Recovery Initiated
Karnataka,Mysore,GP_Mysore_32,30-04-2022,2023-24,SBM-G,Road Construction,SAU Team A,862827.5,30800.98,45897.8,9,Fund Diversion,ATR Pending,132,5241,476662.15,41790.28,3,Warning Issued
Karnataka,Bangalore,GP_Bangalore_6,14-07-2022,2022-23,MGNREGA,Toilet Construction,District Audit Unit,1462693.84,100045.43,36053.37,11,Incomplete Work,Closed,262,4284,220575.57,606550.16,22,Suspended Official
Rajasthan,Udaipur,GP_Udaipur_2,12-07-2024,2021-22,PMAY-G,Pond Desilting,District Audit Unit,1861167.84,123983.37,43049.21,8,Fund Diversion,Under Review,425,7518,498201.82,745088.38,5,No Action
Bihar,Gaya,GP_Gaya_47,21-12-2023,2024-25,SBM-G,Water Tank,District Audit Unit,796048.21,139402.28,22174.51,6,Material Overbilling,Under Review,23,7803,918756.79,90324.75,6,FIR Filed
Karnataka,Mysore,GP_Mysore_34,04-08-2024,2022-23,SBM-G,Water Tank,SAU Team B,1462209.17,91839.78,,2,Material Overbilling,Under Review,133,6109,40560.39,728548.87,22,Recovery Initiated
Karnataka,Bangalore,GP_Bangalore_25,19-02-2022,2023-24,PMAY-G,Pond Desilting,SAU Team A,116386.79,,10269.79,1,Incomplete Work,Under Review,470,5006,442612.25,604948.75,10,
Kerala,Ernakulam,GP_Ernakulam_84,18-06-2023,2023-24,SBM-G,School Building,SAU Team B,1197200.15,1495.65,62782.17,4,Wage Delay,Completed,349,608,703435.85,627403.29,9,Recovery Initiated
Tamil Nadu,Chennai,GP_Chennai_96,16-07-2024,2022-23,MGNREGA,Toilet Construction,SAU Team B,159356.33,55006.3,73012.83,4,Wage Delay,ATR Pending,277,3008,588920.87,,16,
Andhra Pradesh,Vizag,GP_Vizag_21,24-06-2022,2024-25,NSAP,School Building,District Audit Unit,1387120.95,147973.06,57502.33,10,,Pending Recovery,447,6231,24508.53,405177.58,23,
Uttar Pradesh,Kanpur,GP_Kanpur_52,28-02-2022,2021-22,PMAY-G,Toilet Construction,District Audit Unit,1100237.6,77782.76,78315.34,1,Wage Delay,Completed,69,107,595361.29,685438.95,20,Recovery Initiated
Karnataka,Mysore,GP_Mysore_28,09-07-2022,2024-25,SBM-G,School Building,SAU Team B,1830035.77,85164.18,,1,,Under Review,162,5491,689570.83,110284.6,5,Suspended Official
Andhra Pradesh,Vijayawada,GP_Vijayawada_14,28-08-2024,2022-23,PMAY-G,Toilet Construction,District Audit Unit,1044537.79,8301.3,,11,Fund Diversion,Closed,111,4062,215377.44,403697.69,13,No Action
Tamil Nadu,Chennai,GP_Chennai_10,28-05-2022,2023-24,PMAY-G,Water Tank,SAU Team B,1143865.17,43806.83,73569.74,10,,Closed,479,1728,324063.25,478255.1,19,Warning Issued
Uttar Pradesh,Kanpur,GP_Kanpur_63,14-09-2023,2024-25,NSAP,Road Construction,District Audit Unit,1354459.73,51813.03,59979.42,5,Wage Delay,ATR Pending,101,6172,41502.64,563491.17,10,No Action
Kerala,Thrissur,GP_Thrissur_10,01-11-2023,2023-24,NSAP,Pond Desilting,SAU Team A,1009552.46,12520.79,8227.92,0,Ghost Beneficiary,ATR Pending,18,7701,838532.57,499691.19,20,Recovery Initiated
Maharashtra,Pune,GP_Pune_13,25-06-2024,2022-23,PMGSY,Pond Desilting,District Audit Unit,327984.7,34156.43,22317.23,3,Wage Delay,Completed,63,2376,972738.44,244525.6,10,Suspended Official
Andhra Pradesh,Vijayawada,GP_Vijayawada_98,24-06-2022,2021-22,SBM-G,Toilet Construction,District Audit Unit,911603.77,,69396.08,11,Incomplete Work,Pending Recovery,266,641,506855.43,30187.88,16,Suspended Official
Rajasthan,Udaipur,GP_Udaipur_26,04-07-2023,2023-24,SBM-G,Water Tank,SAU Team A,1986790.83,96386.99,34568.23,3,Wage Delay,Pending Recovery,112,4959,25638.2,661101.56,3,
Rajasthan,Jaipur,GP_Jaipur_68,20-10-2023,2024-25,MGNREGA,Toilet Construction,SAU Team B,1196805.14,85811.31,12294.09,2,Ghost Beneficiary,ATR Pending,273,6028,587948.56,251157.32,18,No Action
Uttar Pradesh,Kanpur,GP_Kanpur_80,23-02-2022,2022-23,NSAP,Pond Desilting,District Audit Unit,1136064.45,,75096.87,11,Fund Diversion,Closed,115,7987,518509.66,462372.03,16,Suspended Official
Tamil Nadu,Chennai,GP_Chennai_80,30-07-2024,2021-22,NSAP,Water Tank,District Audit Unit,591748.01,1332.57,65667.49,5,,Closed,102,6256,258007.36,325502.5,3,
Bihar,Patna,GP_Patna_59,26-10-2022,2021-22,PMGSY,Toilet Construction,SAU Team B,756345.31,149972.51,79789.29,4,Material Overbilling,Completed,250,4640,225997.19,283360.76,3,Warning Issued
Maharashtra,Mumbai,GP_Mumbai_69,26-07-2022,2021-22,NSAP,Toilet Construction,District Audit Unit,82974.14,8079.32,57933.59,3,Material Overbilling,ATR Pending,393,264,902151.66,86032.86,2,FIR Filed
Karnataka,Mysore,GP_Mysore_38,15-10-2022,2021-22,MGNREGA,Road Construction,SAU Team B,189774.79,83993.84,73971.8,7,Material Overbilling,Under Review,235,4744,199716.16,337417.23,7,FIR Filed
Kerala,Ernakulam,GP_Ernakulam_8,20-10-2023,2023-24,NSAP,Toilet Construction,SAU Team B,1287930.5,30343.19,31345.55,11,Wage Delay,Completed,91,2605,249415.96,22930.53,4,FIR Filed
Karnataka,Mysore,GP_Mysore_42,11-10-2023,2023-24,PMGSY,Road Construction,SAU Team A,900737.53,139845.85,49816.03,3,Fund Diversion,Under Review,53,5677,686195.38,125783.98,17,Suspended Official
Uttar Pradesh,Lucknow,GP_Lucknow_82,23-04-2022,2021-22,PMAY-G,Pond Desilting,SAU Team B,897862.99,119346.2,60481.33,1,Material Overbilling,Under Review,46,4560,203502.01,325290.53,16,No Action
Rajasthan,Udaipur,GP_Udaipur_32,16-04-2024,2023-24,NSAP,School Building,District Audit Unit,732704.37,147620.95,16434.74,3,No Muster Roll,Completed,366,6316,871694.3,64012.99,1,FIR Filed
Kerala,Ernakulam,GP_Ernakulam_9,24-02-2024,2022-23,SBM-G,Toilet Construction,District Audit Unit,1309231.16,79690.2,25288.13,6,Ghost Beneficiary,Pending Recovery,425,5676,497402.46,607056.25,10,Suspended Official
Rajasthan,Udaipur,GP_Udaipur_93,16-07-2024,2022-23,MGNREGA,School Building,District Audit Unit,1351065.92,147861.71,45626.59,6,Wage Delay,Pending Recovery,155,650,937774.88,,5,FIR Filed
Kerala,Ernakulam,GP_Ernakulam_39,12-02-2023,2023-24,PMAY-G,Pond Desilting,SAU Team B,1367138.46,30835.76,1659.91,6,No Muster Roll,Under Review,439,5706,250835.74,360630.3,10,
Rajasthan,Udaipur,GP_Udaipur_51,28-07-2023,2023-24,PMGSY,Water Tank,SAU Team B,1178927.49,67566.15,77180.2,7,Ghost Beneficiary,Completed,220,2942,580652.71,602434.76,24,Suspended Official
Uttar Pradesh,Lucknow,GP_Lucknow_92,26-04-2022,2024-25,PMGSY,Toilet Construction,SAU Team B,1227082.59,149863.62,,4,Material Overbilling,Closed,291,2067,353578.98,362243.1,10,Warning Issued
Bihar,Patna,GP_Patna_59,15-02-2024,2022-23,PMAY-G,Toilet Construction,SAU Team A,304916.71,134966.23,,5,Wage Delay,Under Review,239,5239,424180.9,626625.57,16,Recovery Initiated
Rajasthan,Udaipur,GP_Udaipur_91,06-10-2023,2021-22,SBM-G,Pond Desilting,District Audit Unit,705142.1,118936.87,40761.06,1,,Pending Recovery,300,165,293013.47,452725.09,22,Recovery Initiated
Uttar Pradesh,Kanpur,GP_Kanpur_55,13-08-2022,2021-22,PMGSY,Road Construction,District Audit Unit,1428402.05,49367.87,78483.09,10,Fund Diversion,Under Review,136,5301,520106.33,634862.67,24,FIR Filed
